case_label,state_label,state_voltage,frame_index,time_ms,frame_name,vapor_area_fraction,active_length_fraction,predicted_instances
5gs_22C,27.5,27.5,56,18.666666666666668,192.168.0.10_C001H001S0001000057.bmp,0.031961495535714285,0.2529296875,186
5gs_22C,27.5,27.5,57,19.0,192.168.0.10_C001H001S0001000058.bmp,0.034946986607142856,0.29296875,201
5gs_22C,27.5,27.5,58,19.333333333333332,192.168.0.10_C001H001S0001000059.bmp,0.03575613839285714,0.2744140625,207
5gs_22C,27.5,27.5,59,19.666666666666668,192.168.0.10_C001H001S0001000060.bmp,0.035825892857142855,0.2763671875,191
5gs_22C,27.5,27.5,60,20.0,192.168.0.10_C001H001S0001000061.bmp,0.03618861607142857,0.28515625,198
5gs_22C,27.5,27.5,61,20.333333333333332,192.168.0.10_C001H001S0001000062.bmp,0.0357421875,0.2783203125,194
5gs_22C,27.5,27.5,62,20.666666666666668,192.168.0.10_C001H001S0001000063.bmp,0.03257533482142857,0.265625,191
5gs_22C,27.5,27.5,63,21.0,192.168.0.10_C001H001S0001000064.bmp,0.031863839285714284,0.2646484375,181
5gs_22C,27.5,27.5,64,21.333333333333332,192.168.0.10_C001H001S0001000065.bmp,0.031473214285714285,0.2568359375,182
5gs_22C,27.5,27.5,65,21.666666666666668,192.168.0.10_C001H001S0001000066.bmp,0.03229631696428571,0.2705078125,181
5gs_22C,27.5,27.5,66,22.0,192.168.0.10_C001H001S0001000067.bmp,0.029952566964285714,0.255859375,189
5gs_22C,27.5,27.5,67,22.333333333333332,192.168.0.10_C001H001S0001000068.bmp,0.030859375,0.2646484375,170
5gs_22C,27.5,27.5,68,22.666666666666668,192.168.0.10_C001H001S0001000069.bmp,0.0322265625,0.275390625,179
5gs_22C,27.5,27.5,69,23.0,192.168.0.10_C001H001S0001000070.bmp,0.03226841517857143,0.2763671875,175
5gs_22C,27.5,27.5,70,23.333333333333332,192.168.0.10_C001H001S0001000071.bmp,0.03388671875,0.2685546875,174
5gs_22C,27.5,27.5,71,23.666666666666668,192.168.0.10_C001H001S0001000072.bmp,0.032533482142857145,0.2646484375,190
5gs_22C,27.5,27.5,72,24.0,192.168.0.10_C001H001S0001000073.bmp,0.03162667410714286,0.265625,195
5gs_22C,27.5,27.5,73,24.333333333333332,192.168.0.10_C001H001S0001000074.bmp,0.03268694196428571,0.2822265625,193
5gs_22C,27.5,27.5,74,24.666666666666668,192.168.0.10_C001H001S0001000075.bmp,0.034500558035714286,0.2666015625,191
5gs_22C,27.5,27.5,75,25.0,192.168.0.10_C001H001S0001000076.bmp,0.03180803571428571,0.275390625,183
5gs_22C,27.5,27.5,76,25.333333333333332,192.168.0.10_C001H001S0001000077.bmp,0.033384486607142855,0.28125,195
5gs_22C,27.5,27.5,77,25.666666666666668,192.168.0.10_C001H001S0001000078.bmp,0.03530970982142857,0.30078125,204
5gs_22C,27.5,27.5,78,26.0,192.168.0.10_C001H001S0001000079.bmp,0.03226841517857143,0.28125,205
5gs_22C,27.5,27.5,79,26.333333333333332,192.168.0.10_C001H001S0001000080.bmp,0.03207310267857143,0.2734375,192
5gs_22C,27.5,27.5,80,26.666666666666668,192.168.0.10_C001H001S0001000081.bmp,0.03282645089285714,0.2685546875,177
5gs_22C,27.5,27.5,81,27.0,192.168.0.10_C001H001S0001000082.bmp,0.030119977678571427,0.265625,177
5gs_22C,27.5,27.5,82,27.333333333333332,192.168.0.10_C001H001S0001000083.bmp,0.031961495535714285,0.27734375,204
5gs_22C,27.5,27.5,83,27.666666666666668,192.168.0.10_C001H001S0001000084.bmp,0.03367745535714286,0.267578125,204
5gs_22C,27.5,27.5,84,28.0,192.168.0.10_C001H001S0001000085.bmp,0.034361049107142855,0.27734375,202
5gs_22C,27.5,27.5,85,28.333333333333332,192.168.0.10_C001H001S0001000086.bmp,0.033956473214285715,0.28125,188
5gs_22C,27.5,27.5,86,28.666666666666668,192.168.0.10_C001H001S0001000087.bmp,0.03136160714285714,0.2451171875,171
5gs_22C,27.5,27.5,87,29.0,192.168.0.10_C001H001S0001000088.bmp,0.0337890625,0.2744140625,192
5gs_22C,27.5,27.5,88,29.333333333333332,192.168.0.10_C001H001S0001000089.bmp,0.03667689732142857,0.294921875,199
5gs_22C,27.5,27.5,89,29.666666666666668,192.168.0.10_C001H001S0001000090.bmp,0.03363560267857143,0.287109375,197
5gs_22C,27.5,27.5,90,30.0,192.168.0.10_C001H001S0001000091.bmp,0.03136160714285714,0.2626953125,200
5gs_22C,27.5,27.5,91,30.333333333333332,192.168.0.10_C001H001S0001000092.bmp,0.03046875,0.2529296875,189
5gs_22C,27.5,27.5,92,30.666666666666668,192.168.0.10_C001H001S0001000093.bmp,0.031026785714285715,0.2646484375,185
5gs_22C,27.5,27.5,93,31.0,192.168.0.10_C001H001S0001000094.bmp,0.032003348214285715,0.263671875,185
5gs_22C,27.5,27.5,94,31.333333333333332,192.168.0.10_C001H001S0001000095.bmp,0.03173828125,0.267578125,174
5gs_22C,27.5,27.5,95,31.666666666666668,192.168.0.10_C001H001S0001000096.bmp,0.02885044642857143,0.24609375,175
5gs_22C,27.5,27.5,96,32.0,192.168.0.10_C001H001S0001000097.bmp,0.028236607142857143,0.2392578125,186
5gs_22C,27.5,27.5,97,32.333333333333336,192.168.0.10_C001H001S0001000098.bmp,0.02978515625,0.263671875,182
5gs_22C,27.5,27.5,98,32.666666666666664,192.168.0.10_C001H001S0001000099.bmp,0.028920200892857142,0.2587890625,189
